State,"County, State",Year,Overall Food Insecurity Rate,# of Food Insecure Persons Overall,Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons",SNAP Threshold,% FI ≤ SNAP Threshold,% FI > SNAP Threshold,Child Food Insecurity Rate,# of Food Insecure Children,% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal,Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
TX,Cooke,2021,0.142,5840.0,0.31,0.18,0.08,1.65,0.559,0.441,0.192,1900.0,0.69,0.32,3.41,19.84,3514000.0
TX,Coryell,2021,0.143,11650.0,0.2,0.17,0.11,1.65,0.519,0.481,0.202,3760.0,0.66,0.34,3.16,18.43,6512000.0
TX,Cottle,2021,0.191,300.0,,,0.11,1.65,0.952,0.048,0.279,120.0,1.0,0.0,3.31,19.3,176000.0
TX,Crane,2021,0.096,440.0,,0.11,0.05,1.65,0.67,0.33,0.1,140.0,0.67,0.33,3.21,18.68,249000.0
TX,Crockett,2021,0.114,340.0,,,0.07,1.65,0.413,0.587,0.19,120.0,0.16,0.84,3.23,18.83,194000.0
TX,Crosby,2021,0.177,930.0,,0.21,0.1,1.65,0.77,0.23,0.238,320.0,0.75,0.25,3.51,20.42,576000.0
TX,Culberson,2021,0.173,380.0,,0.24,,1.65,0.879,0.121,0.287,160.0,0.79,0.21,3.31,19.26,222000.0
TX,Dallam,2021,0.119,850.0,,0.16,0.08,1.65,0.923,0.077,0.145,340.0,1.0,0.0,3.12,18.19,469000.0
TX,Dallas,2021,0.131,340260.0,0.24,0.15,0.08,1.65,0.636,0.364,0.198,134560.0,0.73,0.27,3.46,20.17,208190000.0
TX,Dawson,2021,0.173,2140.0,,0.22,0.1,1.65,0.76,0.24,0.223,720.0,0.77,0.24,3.41,19.85,1288000.0
TX,Deaf Smith,2021,0.116,2170.0,,0.15,0.07,1.65,0.821,0.179,0.147,860.0,0.87,0.13,3.58,20.86,1373000.0
TX,Delta,2021,0.151,790.0,,,0.1,1.65,0.61,0.39,0.196,250.0,0.47,0.53,3.22,18.76,450000.0
TX,Denton,2021,0.102,90550.0,0.2,0.12,0.06,1.65,0.389,0.611,0.109,23620.0,0.5,0.5,3.72,21.69,59570000.0
TX,DeWitt,2021,0.146,2890.0,0.23,0.19,0.09,1.65,0.622,0.378,0.171,770.0,0.7,0.3,3.04,17.68,1550000.0
TX,Dickens,2021,0.149,230.0,,0.21,0.08,1.65,0.749,0.251,0.172,60.0,0.82,0.19,3.51,20.42,142000.0
TX,Dimmit,2021,0.254,2240.0,,0.27,0.16,1.65,0.821,0.179,0.31,790.0,0.67,0.33,2.73,15.92,1082000.0
TX,Donley,2021,0.123,400.0,,,0.07,1.65,0.577,0.423,0.156,100.0,0.73,0.27,3.42,19.92,242000.0
TX,Duval,2021,0.185,1850.0,,0.22,0.07,1.65,0.709,0.291,0.273,710.0,0.79,0.21,3.18,18.54,1040000.0
TX,Eastland,2021,0.178,3170.0,,0.19,0.12,1.65,0.723,0.277,0.221,860.0,0.72,0.28,3.03,17.65,1697000.0
TX,Ector,2021,0.139,22450.0,0.21,0.15,0.09,1.65,0.598,0.402,0.178,8750.0,0.61,0.39,3.21,18.68,12721000.0
TX,Edwards,2021,0.14,190.0,,,,1.65,1.0,0.0,0.197,40.0,1.0,0.0,2.83,16.51,95000.0
TX,Ellis,2021,0.104,19580.0,0.15,0.13,0.06,1.65,0.469,0.531,0.14,7060.0,0.55,0.45,3.21,18.72,11118000.0
TX,El Paso,2021,0.15,128910.0,0.22,0.18,0.1,1.65,0.74,0.26,0.195,45380.0,0.72,0.28,3.31,19.26,75320000.0
TX,Erath,2021,0.146,6160.0,,0.19,0.11,1.65,0.707,0.293,0.166,1480.0,0.73,0.27,3.03,17.65,3298000.0
TX,Falls,2021,0.165,2820.0,0.32,0.19,0.11,1.65,0.689,0.311,0.242,880.0,0.74,0.26,3.18,18.5,1582000.0
TX,Fannin,2021,0.138,4880.0,0.31,0.15,0.09,1.65,0.583,0.417,0.159,1200.0,0.71,0.29,3.3,19.2,2842000.0
TX,Fayette,2021,0.117,2860.0,0.31,0.12,0.06,1.65,0.534,0.466,0.14,690.0,0.47,0.53,3.26,18.97,1646000.0
TX,Fisher,2021,0.136,510.0,,0.17,0.08,1.65,0.624,0.376,0.168,140.0,0.78,0.22,3.39,19.75,306000.0
TX,Floyd,2021,0.126,690.0,,0.15,0.09,1.65,0.719,0.281,0.165,250.0,0.79,0.21,3.24,18.86,395000.0
TX,Foard,2021,0.146,160.0,,,0.12,1.65,1.0,0.0,0.186,40.0,1.0,0.0,3.31,19.3,94000.0
TX,Fort Bend,2021,0.091,73250.0,0.14,0.12,0.04,1.65,0.46,0.54,0.127,28060.0,0.52,0.48,3.51,20.42,45361000.0
TX,Franklin,2021,0.119,1240.0,,0.13,0.09,1.65,0.46,0.54,0.15,370.0,0.54,0.46,3.15,18.38,691000.0
TX,Freestone,2021,0.15,2930.0,,0.15,0.08,1.65,0.627,0.373,0.196,870.0,0.71,0.29,2.96,17.25,1533000.0
TX,Frio,2021,0.159,2930.0,,0.18,0.13,1.65,0.508,0.492,0.218,950.0,0.54,0.46,3.13,18.2,1618000.0
TX,Gaines,2021,0.13,2750.0,,0.16,0.07,1.65,0.593,0.407,0.139,1070.0,0.65,0.35,3.41,19.85,1656000.0
TX,Galveston,2021,0.131,45410.0,0.22,0.15,0.07,1.65,0.512,0.488,0.169,14290.0,0.55,0.46,3.34,19.47,26815000.0
TX,Garza,2021,0.137,790.0,,0.18,0.11,1.65,0.395,0.605,0.196,160.0,0.59,0.42,3.51,20.42,489000.0
TX,Gillespie,2021,0.127,3410.0,,0.17,0.08,1.65,0.513,0.487,0.159,860.0,0.75,0.26,2.9,16.91,1749000.0
TX,Glasscock,2021,0.125,150.0,,,,1.65,0.57,0.43,0.119,30.0,0.5,0.5,3.17,18.47,84000.0
TX,Goliad,2021,0.136,970.0,,0.18,0.06,1.65,0.616,0.384,0.158,240.0,0.61,0.39,3.16,18.43,542000.0
TX,Gonzales,2021,0.133,2620.0,0.21,0.15,0.07,1.65,0.743,0.257,0.179,950.0,0.77,0.23,3.04,17.69,1406000.0
TX,Gray,2021,0.147,3150.0,0.16,0.16,0.1,1.65,0.656,0.344,0.183,990.0,0.69,0.31,3.42,19.92,1904000.0
TX,Grayson,2021,0.137,18350.0,0.24,0.14,0.09,1.65,0.572,0.428,0.173,5570.0,0.72,0.28,3.36,19.58,10899000.0
TX,Gregg,2021,0.151,18750.0,0.23,0.17,0.09,1.65,0.646,0.354,0.219,7030.0,0.71,0.29,3.35,19.5,11093000.0
TX,Grimes,2021,0.145,4200.0,0.32,0.15,0.08,1.65,0.578,0.422,0.213,1370.0,0.67,0.34,3.4,19.78,2520000.0
TX,Guadalupe,2021,0.107,18160.0,0.13,0.14,0.06,1.65,0.54,0.46,0.14,5940.0,0.63,0.38,3.33,19.4,10685000.0
TX,Hale,2021,0.143,4710.0,0.22,0.16,0.11,1.65,0.716,0.284,0.187,1670.0,0.84,0.16,3.24,18.86,2694000.0
TX,Hall,2021,0.159,460.0,,0.2,0.1,1.65,0.84,0.16,0.212,140.0,0.85,0.15,3.42,19.92,278000.0
TX,Hamilton,2021,0.173,1420.0,,0.23,0.1,1.65,0.732,0.268,0.191,350.0,0.9,0.1,3.03,17.65,760000.0
TX,Hansford,2021,0.105,560.0,,0.16,0.09,1.65,0.937,0.0629999999999999,0.12,190.0,0.85,0.15,3.07,17.86,303000.0
TX,Hardeman,2021,0.144,510.0,,0.16,0.1,1.65,0.56,0.44,0.177,140.0,0.54,0.46,3.31,19.3,299000.0
TX,Hardin,2021,0.153,8570.0,0.2,0.16,0.08,1.65,0.578,0.422,0.186,2590.0,0.59,0.41,3.18,18.52,4814000.0
TX,Harris,2021,0.138,647450.0,0.25,0.16,0.07,1.65,0.623,0.377,0.198,248470.0,0.68,0.33,3.36,19.58,384618000.0
TX,Harrison,2021,0.151,10400.0,0.25,0.19,0.09,1.65,0.646,0.354,0.218,3780.0,0.65,0.35,3.26,19.0,5995000.0
TX,Hartley,2021,0.096,520.0,,0.11,0.05,1.65,0.29,0.71,0.11,130.0,0.47,0.53,3.12,18.19,287000.0
TX,Haskell,2021,0.146,790.0,,0.21,0.09,1.65,0.793,0.207,0.158,160.0,0.83,0.17,3.39,19.75,473000.0
TX,Hays,2021,0.118,27620.0,0.22,0.16,0.09,1.65,0.604,0.396,0.125,6790.0,0.63,0.37,3.48,20.24,16960000.0
TX,Hemphill,2021,0.122,420.0,,0.18,0.07,1.65,0.495,0.505,0.15,140.0,0.45,0.55,3.42,19.92,254000.0
TX,Henderson,2021,0.159,13020.0,0.25,0.19,0.11,1.65,0.736,0.264,0.218,3840.0,0.83,0.17,3.33,19.42,7668000.0
TX,Hidalgo,2021,0.19,164390.0,0.24,0.2,0.12,1.65,0.808,0.192,0.24,67460.0,0.75,0.25,3.08,17.95,89509000.0
TX,Hill,2021,0.14,4990.0,0.3,0.15,0.09,1.65,0.627,0.373,0.186,1550.0,0.69,0.31,3.2,18.65,2824000.0
TX,Hockley,2021,0.144,3130.0,,0.18,0.08,1.65,0.706,0.294,0.183,1040.0,0.69,0.31,3.26,18.99,1803000.0
TX,Hood,2021,0.121,7300.0,0.2,0.14,0.08,1.65,0.452,0.548,0.138,1770.0,0.52,0.48,3.26,18.96,4199000.0
TX,Hopkins,2021,0.136,4970.0,0.27,0.14,0.09,1.65,0.656,0.344,0.165,1500.0,0.66,0.34,3.22,18.76,2828000.0
TX,Houston,2021,0.166,3690.0,0.26,0.19,0.11,1.65,0.745,0.255,0.263,1160.0,0.75,0.25,3.05,17.78,1990000.0
TX,Howard,2021,0.155,5370.0,0.25,0.17,0.1,1.65,0.589,0.411,0.183,1380.0,0.67,0.33,3.17,18.47,3008000.0
TX,Hudspeth,2021,0.223,740.0,,0.24,0.21,1.65,0.616,0.384,0.264,200.0,0.66,0.34,3.31,19.26,432000.0
TX,Hunt,2021,0.142,14060.0,0.28,0.15,0.09,1.65,0.641,0.359,0.18,4290.0,0.75,0.25,3.19,18.56,7917000.0
TX,Hutchinson,2021,0.143,2970.0,,0.16,0.1,1.65,0.59,0.41,0.173,930.0,0.72,0.28,3.47,20.21,1821000.0
TX,Irion,2021,0.136,210.0,,,,1.65,0.498,0.502,0.158,60.0,0.42,0.58,3.23,18.83,120000.0
TX,Jack,2021,0.151,1280.0,,0.22,0.08,1.65,0.613,0.387,0.198,370.0,0.77,0.23,3.15,18.35,712000.0
TX,Jackson,2021,0.134,2000.0,,0.15,0.08,1.65,0.61,0.39,0.161,620.0,0.63,0.37,3.04,17.68,1072000.0
TX,Jasper,2021,0.191,6370.0,0.3,0.18,0.14,1.65,0.734,0.266,0.265,2110.0,0.7,0.3,3.22,18.76,3625000.0
TX,Jeff Davis,2021,0.155,310.0,,,,1.65,0.873,0.127,0.248,90.0,0.9,0.1,3.21,18.68,176000.0
TX,Jefferson,2021,0.166,42560.0,0.24,0.17,0.08,1.65,0.64,0.36,0.282,17630.0,0.67,0.33,3.21,18.67,24102000.0
TX,Jim Hogg,2021,0.202,980.0,,0.21,,1.65,0.779,0.221,0.283,440.0,0.73,0.27,3.18,18.54,551000.0
TX,Jim Wells,2021,0.179,7010.0,,0.19,0.09,1.65,0.75,0.25,0.255,2750.0,0.72,0.28,3.18,18.54,3942000.0
TX,Johnson,2021,0.12,21160.0,0.14,0.13,0.07,1.65,0.554,0.446,0.141,6530.0,0.74,0.26,3.16,18.43,11828000.0
TX,Jones,2021,0.135,2660.0,,0.17,0.09,1.65,0.521,0.479,0.162,560.0,0.84,0.16,3.39,19.75,1594000.0
TX,Karnes,2021,0.137,2030.0,,0.19,0.06,1.65,0.549,0.451,0.183,600.0,0.62,0.39,3.09,18.02,1109000.0
TX,Kaufman,2021,0.108,15190.0,0.19,0.13,0.06,1.65,0.591,0.409,0.146,5750.0,0.69,0.31,3.35,19.5,8985000.0
TX,Kendall,2021,0.097,4250.0,,0.1,0.05,1.65,0.406,0.594,0.086,900.0,0.69,0.31,3.49,20.32,2619000.0
TX,Kenedy,2021,0.128,20.0,,,,1.65,0.979,0.021,0.154,10.0,0.69,0.31,3.2,18.63,11000.0
TX,Kent,2021,0.123,80.0,,,,1.65,0.359,0.641,0.129,20.0,0.51,0.49,3.39,19.75,48000.0
TX,Kerr,2021,0.138,7210.0,0.19,0.16,0.08,1.65,0.606,0.394,0.181,1820.0,0.7,0.3,3.22,18.77,4105000.0
TX,Kimble,2021,0.142,610.0,,,0.09,1.65,0.74,0.26,0.204,160.0,0.75,0.25,3.22,18.77,347000.0
TX,King,2021,0.2,50.0,,,,1.65,0.696,0.304,0.117,10.0,0.9,0.1,3.39,19.75,30000.0
TX,Kinney,2021,0.193,620.0,,0.21,0.12,1.65,0.773,0.227,0.3,150.0,0.84,0.16,2.82,16.4,309000.0
TX,Kleberg,2021,0.186,5770.0,0.45,0.2,0.09,1.65,0.658,0.342,0.246,1860.0,0.65,0.35,3.2,18.63,3261000.0
TX,Knox,2021,0.127,430.0,,0.16,0.09,1.65,0.86,0.14,0.166,140.0,0.94,0.06,3.39,19.75,258000.0
TX,Lamar,2021,0.164,8180.0,0.26,0.18,0.1,1.65,0.698,0.302,0.226,2710.0,0.78,0.23,3.27,19.06,4729000.0
TX,Lamb,2021,0.149,1950.0,,0.18,0.08,1.65,0.803,0.197,0.177,650.0,0.83,0.17,3.26,18.99,1123000.0
TX,Lampasas,2021,0.135,2890.0,0.07,0.17,0.09,1.65,0.623,0.377,0.155,720.0,0.66,0.34,3.06,17.85,1565000.0
TX,La Salle,2021,0.143,990.0,,0.16,,1.65,0.573,0.427,0.141,220.0,0.91,0.09,3.16,18.43,553000.0
TX,Lavaca,2021,0.121,2460.0,0.28,0.16,0.07,1.65,0.66,0.34,0.163,790.0,0.73,0.27,3.04,17.69,1320000.0
TX,Lee,2021,0.12,2090.0,0.27,0.14,0.06,1.65,0.717,0.283,0.164,630.0,0.76,0.24,3.36,19.58,1241000.0
TX,Leon,2021,0.172,2730.0,0.26,0.22,0.11,1.65,0.697,0.303,0.22,810.0,0.79,0.21,2.96,17.25,1428000.0
TX,Liberty,2021,0.157,14130.0,0.17,0.16,0.11,1.65,0.688,0.312,0.207,5100.0,0.77,0.24,3.06,17.82,7637000.0
TX,Limestone,2021,0.157,3480.0,0.22,0.14,0.11,1.65,0.728,0.272,0.231,1150.0,0.79,0.21,2.96,17.25,1821000.0
TX,Lipscomb,2021,0.127,400.0,,0.14,0.09,1.65,0.574,0.426,0.152,150.0,0.67,0.33,3.38,19.66,239000.0
TX,Live Oak,2021,0.16,1820.0,,0.2,0.09,1.65,0.668,0.332,0.194,450.0,0.76,0.24,3.16,18.43,1017000.0
TX,Llano,2021,0.14,2970.0,,0.16,0.08,1.65,0.585,0.415,0.194,670.0,0.63,0.37,2.74,15.95,1437000.0
TX,Loving,2021,0.113,10.0,,,,1.65,0.038,0.962,0.122,0.0,0.0,1.0,3.54,20.63,6000.0
TX,Lubbock,2021,0.143,44020.0,0.28,0.18,0.1,1.65,0.679,0.321,0.171,12640.0,0.69,0.31,3.51,20.42,27260000.0
TX,Lynn,2021,0.15,840.0,,0.2,0.07,1.65,0.833,0.167,0.184,280.0,0.75,0.25,3.51,20.42,520000.0
TX,McCulloch,2021,0.169,1300.0,,0.18,0.12,1.65,0.65,0.35,0.213,360.0,0.61,0.39,3.43,20.0,789000.0
TX,McLennan,2021,0.144,37070.0,0.29,0.17,0.09,1.65,0.708,0.292,0.197,12590.0,0.75,0.25,3.18,18.5,20798000.0
TX,McMullen,2021,0.099,70.0,,,,1.65,1.0,0.0,0.136,30.0,1.0,0.0,3.06,17.81,38000.0
TX,Madison,2021,0.139,1890.0,0.18,0.14,0.11,1.65,0.557,0.443,0.19,560.0,0.75,0.25,3.32,19.33,1108000.0
TX,Marion,2021,0.166,1620.0,0.27,,0.13,1.65,0.832,0.168,0.295,540.0,0.88,0.12,3.26,19.0,934000.0
TX,Martin,2021,0.125,650.0,,0.18,0.05,1.65,0.522,0.478,0.157,260.0,0.58,0.42,3.34,19.45,384000.0
TX,Mason,2021,0.116,460.0,,,0.06,1.65,0.426,0.574,0.108,100.0,0.69,0.31,2.9,16.91,236000.0
TX,Matagorda,2021,0.174,6320.0,0.32,0.19,0.08,1.65,0.737,0.263,0.248,2360.0,0.71,0.29,3.11,18.11,3471000.0
TX,Maverick,2021,0.195,11270.0,,0.19,0.18,1.65,0.771,0.229,0.247,4470.0,0.76,0.24,2.73,15.92,5443000.0
TX,Medina,2021,0.129,6490.0,,0.17,0.06,1.65,0.518,0.482,0.176,2050.0,0.57,0.43,3.13,18.2,3583000.0
TX,Menard,2021,0.182,360.0,,0.27,0.12,1.65,0.555,0.445,0.219,80.0,0.27,0.73,3.23,18.83,206000.0
TX,Midland,2021,0.12,20080.0,0.18,0.14,0.05,1.65,0.461,0.539,0.143,6940.0,0.5,0.5,3.34,19.45,11849000.0
TX,Milam,2021,0.147,3670.0,0.21,0.19,0.1,1.65,0.646,0.354,0.197,1180.0,0.73,0.27,3.23,18.83,2097000.0
TX,Mills,2021,0.121,550.0,,0.11,0.07,1.65,0.646,0.354,0.132,120.0,0.77,0.23,3.43,20.0,334000.0
TX,Mitchell,2021,0.137,1220.0,,0.14,0.09,1.65,0.535,0.465,0.147,290.0,0.6,0.4,3.17,18.47,683000.0
TX,Montague,2021,0.149,2950.0,,0.14,0.11,1.65,0.637,0.363,0.182,830.0,0.83,0.18,3.35,19.54,1748000.0
TX,Montgomery,2021,0.117,70920.0,0.18,0.14,0.06,1.65,0.481,0.519,0.13,20880.0,0.57,0.43,3.47,20.24,43533000.0
TX,Moore,2021,0.109,2340.0,,0.13,0.07,1.65,0.706,0.294,0.137,940.0,0.87,0.13,3.12,18.19,1291000.0
TX,Morris,2021,0.172,2070.0,0.19,,0.1,1.65,0.69,0.31,0.27,760.0,0.67,0.33,3.15,18.38,1154000.0
TX,Motley,2021,0.139,180.0,,,0.07,1.65,0.699,0.301,0.168,50.0,0.85,0.15,3.24,18.86,103000.0
TX,Nacogdoches,2021,0.17,11040.0,0.33,0.19,0.12,1.65,0.713,0.287,0.238,3600.0,0.75,0.25,3.32,19.33,6472000.0
TX,Navarro,2021,0.144,7450.0,0.25,0.15,0.09,1.65,0.748,0.252,0.187,2570.0,0.76,0.25,2.98,17.33,3917000.0
TX,Newton,2021,0.187,2340.0,0.28,0.36,0.11,1.65,0.758,0.242,0.275,730.0,0.69,0.31,3.22,18.76,1331000.0
TX,Nolan,2021,0.159,2340.0,,0.19,0.12,1.65,0.852,0.148,0.206,790.0,0.83,0.17,3.39,19.75,1402000.0
TX,Nueces,2021,0.154,54330.0,0.26,0.17,0.1,1.65,0.635,0.365,0.197,17160.0,0.66,0.35,3.25,18.94,31218000.0
TX,Ochiltree,2021,0.121,1220.0,,0.14,0.08,1.65,0.771,0.229,0.145,450.0,0.94,0.06,3.07,17.86,661000.0
TX,Oldham,2021,0.115,260.0,,0.15,0.06,1.65,0.479,0.521,0.146,120.0,0.31,0.69,3.58,20.86,165000.0
TX,Orange,2021,0.158,13460.0,0.22,0.16,0.08,1.65,0.566,0.434,0.21,4490.0,0.56,0.44,3.27,19.03,7770000.0
TX,Palo Pinto,2021,0.153,4330.0,,0.17,0.1,1.65,0.655,0.345,0.185,1240.0,0.66,0.34,3.15,18.35,2410000.0
TX,Panola,2021,0.144,3250.0,0.18,0.13,0.08,1.65,0.676,0.324,0.205,1080.0,0.81,0.19,3.12,18.15,1789000.0
TX,Parker,2021,0.111,16030.0,0.2,0.14,0.06,1.65,0.463,0.537,0.11,3970.0,0.59,0.41,3.39,19.73,9596000.0
TX,Parmer,2021,0.103,1020.0,,0.14,0.07,1.65,0.704,0.296,0.131,370.0,0.73,0.28,3.57,20.82,644000.0
TX,Pecos,2021,0.158,2400.0,,0.17,0.07,1.65,0.589,0.411,0.194,730.0,0.69,0.31,3.21,18.68,1360000.0
TX,Polk,2021,0.173,8560.0,0.27,0.15,0.13,1.65,0.652,0.348,0.246,2470.0,0.8,0.2,3.15,18.33,4759000.0
TX,Potter,2021,0.155,18430.0,0.29,0.17,0.11,1.65,0.745,0.255,0.198,6460.0,0.82,0.18,3.45,20.07,11220000.0
TX,Presidio,2021,0.245,1550.0,,0.26,,1.65,0.942,0.0580000000000001,0.31,530.0,0.82,0.18,3.21,18.68,878000.0
TX,Rains,2021,0.142,1700.0,,,0.09,1.65,0.603,0.397,0.167,380.0,0.69,0.31,3.33,19.39,1000000.0
TX,Randall,2021,0.113,15750.0,0.24,0.14,0.07,1.65,0.512,0.488,0.123,4130.0,0.62,0.38,3.58,20.86,9967000.0
TX,Reagan,2021,0.107,360.0,,0.13,0.07,1.65,0.676,0.324,0.133,140.0,0.81,0.19,3.23,18.83,206000.0
TX,Real,2021,0.213,610.0,,,0.13,1.65,0.791,0.209,0.299,200.0,0.61,0.39,2.83,16.51,305000.0
TX,Red River,2021,0.167,1950.0,0.25,,0.1,1.65,0.727,0.273,0.22,520.0,0.86,0.14,3.27,19.06,1127000.0
TX,Reeves,2021,0.126,1830.0,,0.17,0.04,1.65,0.74,0.26,0.162,540.0,0.68,0.32,3.21,18.68,1037000.0
TX,Refugio,2021,0.159,1090.0,,0.19,0.09,1.65,0.725,0.275,0.232,370.0,0.68,0.32,3.29,19.18,634000.0
TX,Roberts,2021,0.127,90.0,,,,1.65,0.499,0.501,0.152,20.0,0.38,0.62,3.42,19.92,54000.0
TX,Robertson,2021,0.141,2370.0,0.33,0.12,0.1,1.65,0.725,0.275,0.196,790.0,0.7,0.3,3.29,19.16,1378000.0
TX,Rockwall,2021,0.083,8760.0,0.09,0.1,0.03,1.65,0.283,0.717,0.09,2560.0,0.36,0.64,3.69,21.47,5706000.0
TX,Runnels,2021,0.136,1340.0,,0.17,0.08,1.65,0.693,0.307,0.181,430.0,0.69,0.31,3.23,18.83,765000.0
TX,Rusk,2021,0.126,6600.0,0.2,0.15,0.08,1.65,0.614,0.386,0.186,2190.0,0.7,0.3,3.13,18.21,3646000.0
TX,Sabine,2021,0.202,2010.0,0.2,,0.14,1.65,0.761,0.239,0.272,500.0,0.87,0.13,3.3,19.22,1172000.0
TX,San Augustine,2021,0.211,1680.0,0.29,0.26,0.14,1.65,0.789,0.211,0.312,500.0,0.82,0.18,3.19,18.58,947000.0
TX,San Jacinto,2021,0.171,4690.0,0.21,0.19,0.12,1.65,0.727,0.273,0.218,1290.0,0.76,0.24,3.31,19.3,2746000.0
TX,San Patricio,2021,0.166,11380.0,0.22,0.19,0.07,1.65,0.689,0.311,0.224,4110.0,0.68,0.32,3.21,18.72,6462000.0
TX,San Saba,2021,0.137,790.0,,0.14,0.1,1.65,0.708,0.292,0.195,230.0,0.86,0.15,3.06,17.85,428000.0
TX,Schleicher,2021,0.107,270.0,,0.16,0.11,1.65,0.505,0.495,0.105,70.0,0.26,0.74,3.23,18.83,154000.0
TX,Scurry,2021,0.134,2280.0,,0.16,0.07,1.65,0.623,0.377,0.157,660.0,0.71,0.3,3.17,18.47,1277000.0
TX,Shackelford,2021,0.125,390.0,,,0.1,1.65,0.558,0.442,0.149,110.0,0.59,0.41,3.39,19.75,234000.0
TX,Shelby,2021,0.164,3980.0,0.28,0.21,0.1,1.65,0.749,0.251,0.258,1660.0,0.76,0.24,3.19,18.58,2243000.0
TX,Sherman,2021,0.123,290.0,,0.16,,1.65,0.638,0.362,0.175,90.0,0.76,0.24,3.12,18.19,160000.0
TX,Smith,2021,0.129,29760.0,0.22,0.15,0.08,1.65,0.603,0.397,0.177,10110.0,0.63,0.37,3.47,20.21,18246000.0
TX,Somervell,2021,0.127,1170.0,,,0.07,1.65,0.446,0.554,0.133,270.0,0.37,0.63,3.26,18.96,673000.0
TX,Starr,2021,0.237,15550.0,,0.23,,1.65,0.911,0.089,0.31,6700.0,0.8,0.2,3.09,18.02,8501000.0
TX,Stephens,2021,0.15,1370.0,,0.15,0.12,1.65,0.627,0.373,0.194,410.0,0.65,0.35,3.15,18.35,763000.0
TX,Sterling,2021,0.082,110.0,,,,1.65,0.694,0.306,0.088,40.0,1.0,0.0,3.17,18.47,62000.0
TX,Stonewall,2021,0.116,160.0,,,0.06,1.65,0.746,0.254,0.123,50.0,0.99,0.01,3.39,19.75,96000.0
TX,Sutton,2021,0.135,460.0,,0.16,0.05,1.65,0.666,0.334,0.171,180.0,0.58,0.42,3.23,18.83,263000.0
TX,Swisher,2021,0.172,1210.0,0.39,0.2,0.11,1.65,0.783,0.217,0.218,390.0,0.79,0.21,3.24,18.86,692000.0
TX,Tarrant,2021,0.12,251130.0,0.23,0.14,0.07,1.65,0.558,0.442,0.17,93320.0,0.65,0.35,3.48,20.3,154625000.0
TX,Taylor,2021,0.141,19920.0,0.24,0.17,0.09,1.65,0.621,0.379,0.173,6140.0,0.68,0.32,3.39,19.75,11936000.0
TX,Terrell,2021,0.1,100.0,,,,1.65,1.0,0.0,0.168,30.0,0.54,0.46,2.82,16.4,50000.0
TX,Terry,2021,0.178,2120.0,,0.2,0.11,1.65,0.76,0.24,0.239,790.0,0.84,0.17,3.26,18.99,1221000.0
TX,Throckmorton,2021,0.15,210.0,,,0.11,1.65,0.646,0.354,0.215,60.0,0.73,0.27,3.39,19.75,126000.0
TX,Titus,2021,0.142,4450.0,0.25,0.15,0.1,1.65,0.789,0.211,0.195,1780.0,0.86,0.14,3.15,18.38,2480000.0
TX,Tom Green,2021,0.128,15290.0,0.23,0.15,0.09,1.65,0.555,0.445,0.157,4500.0,0.58,0.42,3.23,18.83,8731000.0
TX,Travis,2021,0.119,150980.0,0.22,0.15,0.07,1.65,0.481,0.519,0.123,33510.0,0.62,0.39,3.83,22.31,102168000.0
TX,Trinity,2021,0.183,2500.0,,0.22,0.11,1.65,0.721,0.279,0.261,720.0,0.7,0.3,3.05,17.78,1348000.0
TX,Tyler,2021,0.192,3840.0,0.43,0.11,0.16,1.65,0.618,0.382,0.275,1070.0,0.76,0.25,3.14,18.3,2131000.0
TX,Upshur,2021,0.163,6650.0,0.22,0.17,0.1,1.65,0.717,0.283,0.21,2060.0,0.76,0.24,3.2,18.66,3764000.0
TX,Upton,2021,0.126,420.0,,0.17,0.08,1.65,0.635,0.365,0.154,140.0,0.71,0.29,3.21,18.68,238000.0
TX,Uvalde,2021,0.159,3970.0,,0.19,0.1,1.65,0.768,0.232,0.208,1400.0,0.78,0.22,2.83,16.51,1988000.0
TX,Val Verde,2021,0.148,7050.0,,0.17,0.11,1.65,0.8,0.2,0.176,2410.0,0.76,0.24,2.82,16.4,3508000.0
TX,Van Zandt,2021,0.137,8030.0,0.19,0.15,0.09,1.65,0.664,0.336,0.167,2270.0,0.77,0.23,3.33,19.39,4723000.0
TX,Victoria,2021,0.15,13700.0,0.22,0.18,0.09,1.65,0.627,0.373,0.193,4490.0,0.61,0.39,3.04,17.68,7346000.0
TX,Walker,2021,0.144,11050.0,0.29,0.17,0.11,1.65,0.628,0.372,0.216,2450.0,0.79,0.21,3.32,19.33,6479000.0
TX,Waller,2021,0.109,6050.0,0.27,0.13,0.05,1.65,0.568,0.432,0.164,2220.0,0.61,0.39,3.39,19.72,3619000.0
TX,Ward,2021,0.127,1440.0,,0.15,0.08,1.65,0.681,0.319,0.163,550.0,0.66,0.34,3.21,18.68,816000.0
TX,Washington,2021,0.119,4230.0,0.24,0.12,0.07,1.65,0.556,0.444,0.17,1320.0,0.58,0.42,3.1,18.06,2318000.0
TX,Webb,2021,0.16,42720.0,0.31,0.18,0.11,1.65,0.746,0.254,0.197,17210.0,0.71,0.3,3.16,18.43,23877000.0
